,0,1,2,3,4,5
61,0.5,0.25,0.375,0.5625,0.4375,0.53125
62,0.0,0.0,0.375,0.625,0.59375,0.53125
63,0.5,0.5,0.625,0.625,0.625,0.59375
64,1.0,0.5,0.375,0.5,0.4375,0.359375
65,0.0,0.25,0.5,0.375,0.4375,0.546875
66,0.0,0.25,0.625,0.5625,0.5,0.5
67,0.5,0.5,0.625,0.5625,0.53125,0.515625
68,1.0,0.5,0.375,0.4375,0.5,0.515625
69,0.5,0.5,0.375,0.625,0.53125,0.484375
70,0.5,0.75,0.5,0.5625,0.53125,0.515625
71,0.5,0.5,0.625,0.5,0.46875,0.53125
72,0.5,0.75,0.875,0.75,0.625,0.546875
73,1.0,0.75,0.5,0.625,0.59375,0.59375
74,1.0,0.75,0.625,0.5625,0.59375,0.5
75,0.0,0.5,0.5,0.4375,0.4375,0.5
76,1.0,1.0,0.625,0.6875,0.75,0.640625
77,1.0,0.5,0.5,0.6875,0.625,0.5625
78,0.5,0.25,0.375,0.5625,0.53125,0.5
79,0.0,0.25,0.375,0.4375,0.4375,0.453125
80,1.0,1.0,0.75,0.5,0.625,0.5
81,1.0,0.5,0.5,0.5625,0.53125,0.5625
82,0.0,0.25,0.5,0.375,0.5,0.46875
83,0.5,0.25,0.5,0.4375,0.40625,0.390625
84,0.5,0.5,0.5,0.4375,0.40625,0.359375
85,0.5,0.5,0.5,0.5625,0.375,0.421875
86,0.5,0.75,0.5,0.5625,0.53125,0.5
87,0.0,0.0,0.375,0.1875,0.3125,0.375
88,1.0,0.75,0.75,0.8125,0.65625,0.59375
89,0.0,0.25,0.5,0.4375,0.5,0.375
90,1.0,1.0,0.75,0.625,0.46875,0.453125
91,0.5,0.5,0.625,0.4375,0.53125,0.609375
92,1.0,0.5,0.25,0.3125,0.40625,0.40625
93,0.5,0.5,0.625,0.5,0.5,0.515625
94,0.5,0.5,0.625,0.5625,0.5,0.453125
95,0.5,0.5,0.625,0.5625,0.53125,0.5
96,0.0,0.25,0.5,0.5625,0.40625,0.484375
97,0.5,0.25,0.625,0.5625,0.5,0.515625
98,1.0,0.75,0.375,0.4375,0.40625,0.34375
99,0.5,0.5,0.375,0.375,0.375,0.390625
100,0.5,0.5,0.5,0.5,0.5,0.46875
101,1.0,1.0,0.875,0.625,0.53125,0.53125
102,1.0,0.75,0.875,0.6875,0.5625,0.53125
103,0.5,0.25,0.375,0.3125,0.46875,0.515625
104,1.0,1.0,0.875,0.75,0.59375,0.484375
105,0.5,0.75,0.625,0.4375,0.4375,0.46875
106,0.0,0.25,0.375,0.5625,0.5,0.5
107,0.5,0.75,0.625,0.4375,0.375,0.421875
108,0.0,0.5,0.5,0.3125,0.46875,0.46875
109,0.5,0.5,0.625,0.625,0.53125,0.4375
110,0.5,0.5,0.625,0.5,0.46875,0.40625
111,1.0,1.0,0.625,0.5,0.46875,0.53125
112,0.0,0.0,0.125,0.3125,0.5,0.46875
113,0.0,0.25,0.375,0.25,0.375,0.390625
114,0.5,0.5,0.625,0.5,0.53125,0.46875
115,1.0,0.75,0.875,0.6875,0.6875,0.640625
116,0.0,0.0,0.125,0.375,0.40625,0.484375
117,0.5,0.5,0.625,0.6875,0.625,0.546875
118,1.0,0.5,0.625,0.6875,0.53125,0.546875
119,0.5,0.25,0.375,0.3125,0.1875,0.328125
120,0.5,0.5,0.5,0.3125,0.40625,0.453125
121,0.5,0.75,0.75,0.625,0.5,0.421875
122,0.5,0.75,0.75,0.625,0.625,0.515625
123,0.0,0.5,0.375,0.5625,0.53125,0.53125
124,1.0,0.75,0.5,0.5,0.53125,0.515625
125,0.5,0.5,0.625,0.375,0.46875,0.40625
126,0.5,0.5,0.5,0.5625,0.625,0.5
127,0.5,0.75,0.875,0.6875,0.59375,0.5
128,0.5,0.25,0.25,0.375,0.4375,0.453125
129,0.5,0.25,0.375,0.4375,0.375,0.40625
130,0.0,0.25,0.625,0.625,0.46875,0.53125
131,1.0,0.75,0.625,0.6875,0.46875,0.5625
132,1.0,1.0,0.75,0.75,0.65625,0.53125
133,1.0,1.0,0.875,0.75,0.5625,0.5
134,0.5,0.5,0.25,0.4375,0.59375,0.5625
135,0.0,0.5,0.375,0.3125,0.4375,0.46875
136,1.0,1.0,0.625,0.625,0.5,0.53125
137,0.5,0.75,0.625,0.625,0.53125,0.5
138,0.5,0.5,0.375,0.375,0.5625,0.578125
139,0.0,0.25,0.25,0.375,0.375,0.421875
140,0.0,0.0,0.25,0.3125,0.34375,0.4375
141,0.0,0.5,0.25,0.4375,0.40625,0.46875
142,0.5,0.5,0.375,0.5,0.46875,0.4375
143,0.0,0.5,0.5,0.5625,0.5625,0.578125
144,0.0,0.25,0.25,0.4375,0.5,0.5625
145,0.0,0.5,0.375,0.4375,0.4375,0.46875
146,1.0,1.0,0.75,0.75,0.65625,0.5625
147,0.5,0.25,0.375,0.3125,0.40625,0.5
148,1.0,0.75,0.5,0.5,0.53125,0.609375
149,0.5,0.5,0.5,0.5,0.5,0.46875
150,0.5,0.25,0.375,0.5,0.5625,0.5
151,0.0,0.5,0.625,0.5625,0.46875,0.515625
152,1.0,0.75,0.5,0.5625,0.625,0.609375
153,0.5,0.5,0.75,0.5,0.34375,0.375
154,0.5,0.5,0.375,0.375,0.40625,0.40625
155,0.5,0.5,0.375,0.4375,0.4375,0.421875
156,1.0,0.75,0.75,0.625,0.46875,0.5
157,0.5,0.5,0.5,0.5625,0.59375,0.546875
158,0.0,0.0,0.125,0.3125,0.34375,0.453125
159,1.0,0.75,0.5,0.5625,0.59375,0.59375
160,1.0,0.75,0.5,0.625,0.625,0.5625
161,0.0,0.5,0.375,0.4375,0.5625,0.453125
162,1.0,0.75,0.5,0.625,0.59375,0.5
163,0.5,0.5,0.5,0.5,0.53125,0.484375
164,1.0,0.5,0.375,0.5625,0.5625,0.5
165,0.5,0.5,0.375,0.625,0.4375,0.4375
166,0.0,0.25,0.375,0.375,0.4375,0.484375
167,1.0,0.5,0.5,0.4375,0.4375,0.484375
168,1.0,0.5,0.375,0.4375,0.59375,0.546875
169,0.5,0.75,0.75,0.625,0.34375,0.40625
170,0.5,0.75,0.5,0.375,0.40625,0.40625
171,0.0,0.5,0.375,0.4375,0.3125,0.328125
172,0.5,0.5,0.625,0.5,0.53125,0.59375
173,0.5,0.75,0.5,0.4375,0.5,0.515625
174,0.5,0.75,0.75,0.5,0.59375,0.5625
175,0.0,0.0,0.25,0.375,0.53125,0.5625
176,0.0,0.0,0.5,0.6875,0.59375,0.515625
177,1.0,0.75,0.625,0.6875,0.5,0.515625
178,0.5,0.5,0.625,0.5625,0.5,0.59375
179,1.0,0.75,0.5,0.5,0.59375,0.578125
180,0.5,0.75,0.75,0.6875,0.5625,0.5625
181,0.0,0.0,0.25,0.4375,0.4375,0.46875
182,0.0,0.25,0.375,0.5625,0.4375,0.40625
183,0.5,0.5,0.375,0.375,0.46875,0.4375
184,1.0,1.0,0.75,0.75,0.5625,0.59375
185,0.5,0.5,0.625,0.6875,0.46875,0.453125
186,0.0,0.0,0.375,0.4375,0.5,0.546875
187,1.0,0.75,0.375,0.3125,0.46875,0.390625
188,0.5,0.5,0.625,0.5625,0.4375,0.453125
189,1.0,0.5,0.25,0.4375,0.53125,0.453125
190,1.0,1.0,0.875,0.75,0.625,0.640625
191,0.5,0.75,0.625,0.5,0.53125,0.5
192,0.5,0.75,0.625,0.375,0.46875,0.609375
193,0.5,0.25,0.375,0.375,0.4375,0.421875
194,0.5,0.5,0.25,0.25,0.3125,0.421875
195,1.0,0.75,0.625,0.625,0.59375,0.5625
196,1.0,0.5,0.625,0.5625,0.46875,0.484375
197,0.0,0.0,0.125,0.1875,0.34375,0.390625
198,0.0,0.0,0.25,0.3125,0.34375,0.46875
199,0.5,0.5,0.5,0.375,0.4375,0.4375
200,0.5,0.5,0.75,0.625,0.65625,0.625
201,0.0,0.0,0.25,0.4375,0.46875,0.515625
202,0.0,0.5,0.75,0.625,0.59375,0.65625
203,0.0,0.25,0.5,0.625,0.3125,0.390625
204,1.0,1.0,0.625,0.6875,0.53125,0.46875
205,1.0,0.75,0.75,0.6875,0.59375,0.546875
206,1.0,0.5,0.375,0.375,0.46875,0.46875
207,0.5,0.75,0.625,0.625,0.5,0.484375
208,0.5,0.25,0.5,0.5625,0.59375,0.53125
209,0.0,0.0,0.125,0.25,0.34375,0.421875
210,0.5,0.25,0.375,0.5625,0.40625,0.484375
211,0.5,0.25,0.5,0.5,0.4375,0.4375
212,0.0,0.25,0.375,0.4375,0.5625,0.53125
213,1.0,1.0,0.875,0.8125,0.65625,0.546875
214,0.5,0.5,0.5,0.5,0.53125,0.515625
215,0.0,0.0,0.25,0.375,0.375,0.34375
216,0.0,0.25,0.25,0.375,0.5,0.46875
217,1.0,0.75,0.5,0.5,0.46875,0.453125
218,0.0,0.0,0.375,0.375,0.53125,0.390625
219,0.5,0.5,0.625,0.75,0.6875,0.578125
220,0.5,0.5,0.625,0.5,0.5,0.515625
221,0.0,0.25,0.5,0.4375,0.3125,0.3125
222,0.5,0.5,0.375,0.4375,0.5,0.53125
223,1.0,0.75,0.75,0.5625,0.40625,0.46875
224,0.5,0.75,0.5,0.4375,0.5625,0.5
225,0.5,0.25,0.5,0.5625,0.5,0.421875
226,0.0,0.25,0.125,0.25,0.375,0.34375
227,1.0,1.0,0.625,0.625,0.5625,0.546875
228,0.0,0.5,0.375,0.5625,0.59375,0.53125
229,1.0,0.75,0.75,0.5625,0.46875,0.453125
230,0.5,0.25,0.375,0.625,0.53125,0.484375
231,0.5,0.75,0.5,0.5,0.40625,0.390625
232,0.5,0.5,0.5,0.4375,0.53125,0.5
233,1.0,0.75,0.625,0.625,0.625,0.609375
234,0.0,0.5,0.375,0.5,0.5,0.5625
235,0.5,0.75,0.625,0.375,0.375,0.421875
236,0.5,0.75,0.5,0.5,0.4375,0.484375
237,0.5,0.25,0.375,0.25,0.3125,0.390625
238,0.0,0.25,0.125,0.3125,0.46875,0.4375
239,0.5,0.75,0.625,0.5625,0.59375,0.5625
240,1.0,1.0,0.875,0.75,0.5625,0.484375
241,0.5,0.5,0.625,0.5625,0.46875,0.484375
242,0.5,0.75,0.75,0.5,0.5,0.5
243,0.0,0.0,0.25,0.5625,0.5,0.46875
244,1.0,0.75,0.875,0.625,0.46875,0.390625
245,0.0,0.25,0.5,0.4375,0.53125,0.5
246,1.0,0.75,0.5,0.4375,0.53125,0.4375
247,0.5,0.5,0.5,0.375,0.46875,0.546875
248,0.5,0.25,0.5,0.6875,0.65625,0.546875
249,0.5,0.25,0.25,0.4375,0.46875,0.421875
250,0.0,0.0,0.375,0.375,0.375,0.453125
251,0.0,0.25,0.375,0.4375,0.40625,0.484375
252,0.5,0.25,0.25,0.3125,0.375,0.40625
253,1.0,0.5,0.625,0.5625,0.4375,0.46875
254,0.5,0.5,0.5,0.5,0.65625,0.59375
255,1.0,0.75,0.5,0.5,0.53125,0.515625
256,0.5,0.5,0.5,0.4375,0.53125,0.578125
257,0.5,0.25,0.5,0.375,0.53125,0.40625
258,0.5,0.5,0.75,0.625,0.5625,0.59375
259,1.0,1.0,0.875,0.6875,0.5625,0.53125
260,1.0,1.0,0.75,0.75,0.6875,0.59375
261,0.0,0.0,0.375,0.5,0.40625,0.453125
262,0.5,0.5,0.5,0.4375,0.53125,0.46875
263,0.5,0.5,0.375,0.4375,0.34375,0.40625
264,0.5,0.5,0.5,0.5,0.46875,0.5
265,0.0,0.25,0.375,0.375,0.28125,0.40625
266,1.0,0.5,0.625,0.625,0.53125,0.515625
267,0.5,0.5,0.5,0.5,0.59375,0.5
268,1.0,0.75,0.75,0.8125,0.75,0.546875
269,0.0,0.25,0.25,0.4375,0.40625,0.453125
270,1.0,1.0,0.875,0.6875,0.6875,0.59375
271,0.5,0.5,0.5,0.5625,0.59375,0.546875
272,0.5,0.25,0.625,0.6875,0.625,0.5625
273,0.5,0.5,0.5,0.5,0.5,0.53125
274,0.5,0.5,0.375,0.375,0.4375,0.53125
275,1.0,0.75,0.625,0.4375,0.59375,0.515625
276,0.5,0.25,0.375,0.4375,0.4375,0.375
277,0.0,0.0,0.25,0.375,0.40625,0.4375
278,0.5,0.5,0.5,0.5,0.4375,0.390625
279,0.5,0.5,0.625,0.5625,0.53125,0.515625
280,0.0,0.5,0.375,0.5,0.53125,0.625
281,0.0,0.5,0.5,0.4375,0.40625,0.4375
282,0.5,0.5,0.75,0.8125,0.53125,0.546875
283,0.5,0.75,0.625,0.625,0.6875,0.625
284,0.5,0.5,0.75,0.625,0.59375,0.609375
285,1.0,0.5,0.5,0.375,0.40625,0.515625
286,0.0,0.5,0.625,0.6875,0.75,0.671875
287,1.0,0.75,0.75,0.375,0.46875,0.484375
288,1.0,0.75,0.625,0.6875,0.5625,0.484375
289,0.0,0.25,0.375,0.3125,0.1875,0.390625
290,0.5,0.5,0.375,0.3125,0.46875,0.5
291,0.5,0.75,0.75,0.5,0.59375,0.5625
292,0.5,0.75,0.625,0.75,0.625,0.625
293,0.5,0.5,0.5,0.4375,0.46875,0.5
294,0.0,0.25,0.625,0.375,0.34375,0.4375
295,0.0,0.25,0.375,0.4375,0.5,0.453125
296,0.0,0.25,0.125,0.3125,0.3125,0.359375
297,0.5,0.75,0.375,0.3125,0.4375,0.546875
298,0.0,0.25,0.5,0.5625,0.5,0.46875
299,0.0,0.25,0.5,0.375,0.4375,0.40625
300,1.0,0.5,0.375,0.5,0.5625,0.59375
301,0.5,0.75,0.75,0.75,0.625,0.5625
302,0.5,0.25,0.25,0.4375,0.5,0.421875
303,1.0,1.0,0.75,0.625,0.5,0.484375
304,0.5,0.5,0.25,0.3125,0.46875,0.421875
305,1.0,0.75,0.5,0.625,0.5,0.515625
306,0.5,0.25,0.5,0.5,0.46875,0.46875
307,0.0,0.25,0.375,0.3125,0.25,0.359375
308,0.5,0.5,0.25,0.375,0.46875,0.546875
309,0.5,0.25,0.5,0.5,0.4375,0.46875
310,1.0,1.0,0.625,0.75,0.59375,0.59375
311,0.0,0.25,0.25,0.4375,0.4375,0.390625
312,0.5,0.5,0.5,0.5,0.5,0.4375
313,0.0,0.5,0.625,0.625,0.53125,0.5
314,0.5,0.75,0.625,0.5,0.53125,0.46875
315,0.0,0.0,0.375,0.375,0.34375,0.359375
316,0.5,0.25,0.375,0.4375,0.46875,0.484375
317,0.5,0.75,0.625,0.5625,0.625,0.59375
318,0.0,0.25,0.5,0.4375,0.5625,0.484375
319,0.5,0.5,0.25,0.3125,0.46875,0.390625
320,0.0,0.0,0.375,0.375,0.5,0.578125
321,1.0,1.0,0.875,0.6875,0.75,0.671875
322,0.5,0.75,0.625,0.3125,0.40625,0.484375
323,0.5,0.5,0.5,0.5625,0.59375,0.578125
324,1.0,0.5,0.75,0.6875,0.59375,0.453125
325,0.0,0.25,0.125,0.25,0.28125,0.375
326,0.5,0.75,0.75,0.625,0.65625,0.640625
327,1.0,0.75,0.625,0.5625,0.4375,0.5
328,1.0,1.0,0.75,0.6875,0.59375,0.671875
329,0.0,0.25,0.375,0.375,0.4375,0.484375
330,0.5,0.5,0.5,0.375,0.40625,0.40625
331,1.0,1.0,0.75,0.625,0.53125,0.609375
332,0.0,0.0,0.25,0.4375,0.5,0.625
333,0.5,0.75,0.625,0.5625,0.59375,0.5
334,0.5,0.5,0.75,0.6875,0.625,0.65625
335,1.0,0.75,0.5,0.5,0.5625,0.53125
336,1.0,0.75,0.75,0.5,0.5,0.4375
337,0.5,0.5,0.625,0.5,0.46875,0.46875
338,1.0,0.5,0.625,0.4375,0.40625,0.40625
339,0.0,0.25,0.5,0.5,0.4375,0.390625
340,1.0,1.0,0.75,0.6875,0.53125,0.515625
341,0.5,0.5,0.625,0.5625,0.65625,0.625
342,0.5,0.5,0.5,0.5625,0.59375,0.578125
343,0.5,0.75,0.5,0.5,0.5,0.515625
344,0.0,0.5,0.75,0.625,0.625,0.578125
345,0.5,0.5,0.5,0.5625,0.53125,0.53125
346,0.5,0.25,0.25,0.375,0.3125,0.359375
347,0.0,0.25,0.375,0.4375,0.4375,0.453125
348,0.5,0.75,0.5,0.625,0.5,0.515625
349,0.5,0.5,0.375,0.3125,0.375,0.421875
350,0.5,0.25,0.625,0.4375,0.53125,0.484375
351,0.0,0.25,0.5,0.5625,0.5625,0.546875
352,0.5,0.5,0.375,0.3125,0.40625,0.5
353,0.0,0.25,0.5,0.625,0.625,0.640625
354,1.0,1.0,0.75,0.5625,0.5,0.453125
355,0.5,0.5,0.625,0.5625,0.5625,0.5
356,0.0,0.5,0.375,0.5,0.5,0.46875
357,0.0,0.25,0.5,0.4375,0.40625,0.46875
358,0.5,0.25,0.125,0.375,0.4375,0.421875
359,0.0,0.25,0.5,0.5,0.46875,0.40625
360,1.0,1.0,1.0,0.5625,0.53125,0.515625
361,0.0,0.0,0.25,0.5,0.40625,0.484375
362,0.5,0.75,0.75,0.6875,0.625,0.625
363,1.0,0.75,0.75,0.5,0.53125,0.5625
364,0.0,0.25,0.5,0.5,0.5,0.46875
365,1.0,1.0,0.625,0.6875,0.625,0.59375
366,1.0,1.0,0.625,0.5,0.5,0.53125
367,1.0,0.5,0.375,0.375,0.46875,0.46875
368,0.5,0.25,0.25,0.5,0.5625,0.421875
369,0.5,0.5,0.5,0.625,0.53125,0.5
370,1.0,0.5,0.625,0.5625,0.375,0.453125
371,0.5,0.25,0.5,0.5625,0.4375,0.46875
372,1.0,0.75,0.875,0.6875,0.59375,0.578125
373,0.0,0.25,0.125,0.3125,0.5625,0.53125
374,1.0,0.75,0.5,0.375,0.40625,0.5
375,1.0,0.75,0.625,0.5625,0.59375,0.5625
376,0.5,0.5,0.5,0.5625,0.46875,0.453125
377,1.0,0.75,0.75,0.5625,0.40625,0.4375
378,0.5,0.25,0.125,0.1875,0.4375,0.484375
379,0.0,0.25,0.5,0.5625,0.4375,0.453125
380,1.0,0.75,0.375,0.3125,0.375,0.421875
381,0.0,0.25,0.375,0.5,0.53125,0.578125
382,1.0,1.0,0.75,0.625,0.625,0.609375
383,0.5,0.75,0.875,0.6875,0.625,0.46875
384,0.5,0.25,0.375,0.25,0.3125,0.421875
385,0.5,0.75,0.5,0.4375,0.40625,0.390625
386,1.0,0.75,0.625,0.5625,0.40625,0.4375
387,0.5,0.25,0.125,0.25,0.3125,0.375
388,0.0,0.5,0.5,0.375,0.375,0.34375
389,0.5,0.5,0.25,0.4375,0.34375,0.375
390,0.0,0.0,0.25,0.375,0.3125,0.328125
391,0.0,0.25,0.375,0.5,0.40625,0.46875
392,1.0,0.75,0.5,0.5625,0.65625,0.578125
393,0.5,0.75,0.75,0.5,0.40625,0.421875
394,0.0,0.5,0.375,0.5,0.46875,0.40625
395,0.5,0.5,0.375,0.4375,0.40625,0.40625
396,0.0,0.0,0.0,0.25,0.34375,0.421875
397,0.5,0.25,0.625,0.5625,0.59375,0.5
398,0.5,0.5,0.75,0.5625,0.46875,0.546875
399,0.0,0.0,0.375,0.375,0.5,0.484375
400,1.0,1.0,0.75,0.6875,0.53125,0.515625
401,0.5,0.5,0.5,0.625,0.5625,0.578125
402,0.5,0.5,0.5,0.5,0.5625,0.46875
403,0.0,0.25,0.375,0.375,0.40625,0.421875
404,0.5,0.25,0.125,0.375,0.375,0.515625
405,0.5,0.25,0.375,0.4375,0.5,0.53125
406,0.5,0.25,0.375,0.3125,0.5,0.46875
407,0.0,0.5,0.375,0.625,0.59375,0.625
408,0.5,0.5,0.5,0.5,0.4375,0.453125
409,0.0,0.0,0.25,0.3125,0.4375,0.46875
410,1.0,0.75,0.625,0.5625,0.59375,0.546875
411,0.5,0.25,0.375,0.375,0.4375,0.484375
412,0.5,0.75,0.625,0.4375,0.40625,0.5
413,0.5,0.5,0.375,0.5625,0.4375,0.5
414,0.5,0.5,0.625,0.5,0.59375,0.453125
415,1.0,0.75,0.625,0.625,0.625,0.5625
416,1.0,0.75,0.625,0.625,0.59375,0.53125
417,1.0,0.75,0.5,0.625,0.59375,0.640625
418,1.0,1.0,0.5,0.5,0.4375,0.484375
419,0.5,0.5,0.625,0.625,0.46875,0.40625
420,1.0,0.5,0.625,0.5,0.46875,0.421875
421,1.0,0.5,0.375,0.375,0.40625,0.421875
422,0.5,0.75,0.625,0.375,0.375,0.328125
423,1.0,0.75,0.625,0.6875,0.75,0.59375
424,1.0,0.75,0.75,0.4375,0.4375,0.421875
425,0.0,0.0,0.25,0.375,0.375,0.40625
426,1.0,0.75,0.625,0.4375,0.5,0.46875
427,0.0,0.5,0.5,0.4375,0.46875,0.484375
428,0.5,0.25,0.25,0.3125,0.34375,0.359375
429,0.5,0.5,0.25,0.3125,0.21875,0.359375
430,0.5,0.5,0.5,0.4375,0.40625,0.4375
431,1.0,0.75,0.75,0.6875,0.5,0.578125
432,0.5,0.75,0.5,0.5,0.46875,0.484375
433,0.5,0.5,0.25,0.3125,0.4375,0.515625
434,0.0,0.25,0.5,0.5625,0.59375,0.46875
435,0.0,0.5,0.625,0.5625,0.5,0.46875
436,0.5,0.25,0.5,0.4375,0.4375,0.4375
437,1.0,1.0,0.75,0.8125,0.6875,0.546875
438,1.0,0.75,0.75,0.5625,0.59375,0.5
439,1.0,1.0,0.875,0.625,0.625,0.53125
440,1.0,0.75,0.5,0.5,0.625,0.578125
441,0.5,0.5,0.625,0.4375,0.46875,0.4375
442,0.5,0.25,0.375,0.4375,0.375,0.28125
443,1.0,1.0,1.0,0.875,0.6875,0.625
444,0.5,0.5,0.5,0.5625,0.5,0.546875
445,0.5,0.5,0.625,0.5625,0.5,0.5
446,0.0,0.5,0.625,0.4375,0.5,0.53125
447,0.0,0.25,0.375,0.25,0.5,0.453125
448,1.0,1.0,0.75,0.75,0.59375,0.515625
449,0.5,0.5,0.625,0.625,0.59375,0.546875
450,0.5,0.25,0.625,0.5,0.46875,0.515625
451,0.0,0.25,0.25,0.375,0.4375,0.484375
452,0.5,0.75,0.625,0.4375,0.34375,0.453125
453,0.0,0.0,0.25,0.1875,0.28125,0.359375
454,1.0,1.0,0.625,0.625,0.6875,0.609375
455,0.0,0.0,0.125,0.25,0.40625,0.359375
456,0.5,0.5,0.375,0.375,0.46875,0.421875
457,0.5,0.5,0.375,0.25,0.3125,0.375
458,0.5,0.5,0.5,0.5,0.4375,0.40625
459,0.5,0.25,0.375,0.5,0.53125,0.484375
460,0.0,0.25,0.375,0.3125,0.46875,0.40625
461,0.5,0.75,0.375,0.625,0.59375,0.625
462,0.5,0.75,0.5,0.5,0.40625,0.46875
463,0.5,0.5,0.5,0.5,0.53125,0.5625
464,1.0,1.0,0.75,0.5,0.53125,0.59375
465,0.0,0.5,0.75,0.8125,0.59375,0.515625
466,0.5,0.75,0.5,0.5625,0.53125,0.609375
467,0.5,0.75,0.625,0.625,0.625,0.5625
468,0.5,0.75,0.75,0.5625,0.5625,0.515625
469,0.5,0.75,0.5,0.4375,0.5,0.484375
470,0.0,0.0,0.125,0.3125,0.40625,0.46875
471,0.5,0.25,0.375,0.5,0.53125,0.5
472,1.0,0.5,0.625,0.5625,0.53125,0.515625
473,0.5,0.25,0.375,0.4375,0.4375,0.484375
474,0.5,0.5,0.375,0.375,0.5,0.46875
475,1.0,0.75,0.75,0.5625,0.46875,0.515625
476,1.0,1.0,0.75,0.75,0.5625,0.515625
477,0.5,0.5,0.625,0.5,0.46875,0.4375
478,0.5,0.25,0.375,0.375,0.40625,0.484375
479,0.0,0.5,0.375,0.375,0.46875,0.546875
480,0.0,0.0,0.25,0.4375,0.46875,0.46875
481,0.5,0.5,0.375,0.375,0.5625,0.5
482,0.5,0.5,0.75,0.5625,0.75,0.640625
483,0.5,0.25,0.25,0.3125,0.4375,0.484375
484,1.0,1.0,0.75,0.5,0.46875,0.453125
485,0.5,0.75,0.875,0.75,0.625,0.546875
486,0.5,0.25,0.375,0.375,0.40625,0.46875
487,0.5,0.5,0.375,0.375,0.59375,0.484375
488,0.0,0.25,0.25,0.5625,0.46875,0.515625
489,0.0,0.0,0.125,0.3125,0.375,0.421875
490,1.0,1.0,0.75,0.75,0.59375,0.546875
491,0.5,0.25,0.125,0.3125,0.4375,0.609375
492,0.0,0.0,0.25,0.5,0.5,0.5625
493,0.5,0.25,0.5,0.5,0.4375,0.4375
494,1.0,0.5,0.625,0.6875,0.6875,0.59375
495,0.0,0.25,0.625,0.4375,0.46875,0.515625
